artist_name,artist_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration,popularity,count,
U2,219203,-0.746275533,0.43801168,-0.527282247,0.338631505,0.002810547,0.466457844,0.706830391,-0.746567554,-0.016717191,0.932862909,-0.319895444,0.22656894,0.057541689,5.35899248,
David Bowie,531986,-0.351235178,0.045202041,0.012649186,0.125866669,-0.312317627,0.466457844,-1.5671243,-0.301976394,-0.239389983,0.114241721,-0.131580199,-0.042657322,0.161236397,5.294743957,
Waylon Jennings,200791,0.384656938,-0.434930768,0.468487159,-0.307004033,-0.56065058,0.466457844,-0.998635627,0.506804233,-0.200817259,0.238989346,-0.416292874,-0.806960941,-0.67867788,5.281894252,
The Kinks,100160,0.013879223,0.566682929,0.651172561,0.087305569,0.44187237,0.466457844,0.422586055,-0.160491811,-0.470616561,-0.105322392,-0.191465642,-0.72025336,-0.727104142,5.243345138,
Red Hot Chili Peppers,883318,0.018518143,1.100253771,-0.17598032,-0.173994689,1.047653651,0.466457844,-1.5671243,-0.973237866,-0.242434878,-0.121020284,0.104260781,-0.058866081,0.618400994,5.191946319,
Javier SolÃ­s,216348,-0.739529083,-1.298739491,-0.015603325,-0.427827757,-0.374038449,0.466457844,-1.5671243,1.616776818,-0.555643435,0.470545775,-0.436924344,-0.927555137,-1.351055131,5.1405475,
Aretha Franklin,927555,0.045755732,-0.713859218,0.143319581,-0.074231131,-0.191731666,0.466457844,-1.5671243,0.884564712,-0.541162869,0.549463821,-0.124826808,-0.342408566,-0.659901466,5.1405475,
Doris Day,189644,-0.922040037,-1.958346775,-0.999468088,-0.533783946,-1.272172866,0.466457844,-1.5671243,1.806358501,-0.53054785,0.017941592,-0.287578146,-0.908584301,-1.945156937,5.063449272,
George Strait,944084,0.588281664,-0.468831809,0.090948083,0.121145366,-0.409690214,0.466457844,0.991074728,-0.063260841,-0.546268403,-0.107247909,-0.510222927,-0.716534083,0.086453133,5.037749863,
Van Morrison,307461,0.046025688,-0.38038056,0.285074773,-0.089698014,-0.312758924,0.466457844,0.422586055,0.192218433,-0.457718527,0.287213632,-0.169615457,0.351428502,-0.349223364,4.94780193,
Pink Floyd,346336,-1.198535717,-0.786232443,-1.435055147,-0.210320636,-1.249360345,0.466457844,0.422586055,0.151748745,0.716834552,1.356082719,-0.138241033,0.808591268,0.430441706,4.883553406,
Taylor Swift,472102,0.437122796,0.241235183,-0.570041448,0.115702877,0.928202249,0.466457844,0.422586055,-0.556237544,-0.564660411,-0.357155731,-0.22698551,-0.085675376,1.327734344,4.716507245,
Sam Cooke,238115,-0.604570821,-0.620301199,0.284149725,-0.371216492,-0.074938054,0.466457844,0.422586055,1.206567853,-0.565499752,0.761073227,-0.100638781,-0.910744082,-0.791228424,4.639409016,
Billy Joel,85915,-0.031917367,0.134269949,0.014739311,0.093209178,0.164704676,0.466457844,-1.5671243,0.077368809,-0.475849593,0.536201368,-0.144152358,0.172098051,0.041299929,4.626559312,
Eric Clapton,187478,0.187176169,-0.104770629,0.542339341,-0.234057614,-0.298123035,0.466457844,0.422586055,0.04738521,0.080648608,1.284517048,-0.229983192,0.297649872,-0.27104089,4.523761674,
Kiss,84209,-0.321079497,1.257622633,0.03797968,0.485752264,0.708773094,0.466457844,-1.282879964,-0.586530109,-0.251784998,1.244383666,0.162303669,-0.235157322,-0.280927312,4.472362855,
Sarah Vaughan,204901,-1.099203669,-1.703036775,-1.218470195,-0.536122595,-0.873188398,0.466457844,1.275319064,1.784370916,-0.564321593,0.311574759,-0.262936503,-0.639831455,-1.831738578,4.45951315,
John Williams,232480,-2.027482308,-1.894430611,-1.848269925,-0.854713978,-2.718308564,0.466457844,-0.998635627,1.701101275,2.567930737,-0.404422676,-0.315533126,0.024480725,-0.149232476,4.420964036,
John Williams,1535255,-2.027482308,-1.894430611,-1.848269925,-0.854713978,-2.718308564,0.466457844,-0.998635627,1.701101275,2.567930737,-0.404422676,-0.315533126,0.024480725,-0.149232476,4.420964036,
Talking Heads,131650,1.05945608,0.46086459,1.188767249,0.026886362,0.131692063,0.466457844,-0.998635627,-0.669750017,-0.059526047,0.720462754,-0.271702358,0.170927898,-0.254980824,4.408114332,
Nat King Cole,317093,-0.818398521,-1.39004317,-0.555339406,-0.63199627,-0.868943189,0.466457844,-1.5671243,1.510674864,-0.233826261,-0.150524793,-0.245380927,-0.97641876,-1.147281747,4.408114332,
Jimmy Buffett,350840,0.671799712,-0.570930051,0.610679471,0.108009844,-0.814521882,0.466457844,0.422586055,0.093720509,-0.527425923,-0.075142556,-0.343836848,-0.233381261,-0.389728289,4.408114332,
Michael Jackson,467203,1.216093328,0.498492036,0.400863849,-0.118215726,0.656899327,0.466457844,1.559563401,-0.29952363,-0.369659032,0.00400068,-0.005159523,0.232077093,0.682131093,4.356715513,
Charles Mingus,9680,-0.775814822,-1.307574919,-0.637456385,-0.525129147,-1.341327849,0.466457844,-0.145902618,1.180971075,0.455024218,0.21010506,-0.086498026,1.756257397,-1.735391713,4.26676758,
The Cure,137390,0.229686324,0.52635776,0.133465547,0.482372684,0.293247448,0.466457844,0.991074728,-0.548535702,0.807389126,0.039888838,-0.171351219,0.187580757,-0.579006978,4.215368761,
Genesis,199995,-0.836717766,-0.096035784,-0.846445482,-0.101583318,-0.312649865,0.466457844,0.422586055,-0.302241611,-0.115812124,0.547822461,-0.301721854,1.117800797,-0.691032517,3.80417821,
Bill Evans Trio,781423,-0.563221605,-1.827343933,-1.332933525,-0.885654762,-2.329675934,-2.143826677,-1.5671243,1.774344739,2.399951889,0.338451368,-0.381222742,0.909865805,-1.354122431,3.778478801,
R.E.M.,325459,-0.595395939,0.498054743,0.529763994,0.794042053,0.111265606,0.466457844,-0.998635627,-0.680592093,-0.079362767,-0.127701282,-0.37557845,-0.192123755,-0.20789521,3.727079982,
Otis Redding,414251,0.626730407,-0.876110453,0.403687678,0.441758076,-0.328355538,0.466457844,0.991074728,0.334815611,-0.504352248,0.068472298,-0.178362358,-0.837565796,-0.479943638,3.727079982,
Bruce Springsteen,530745,-0.585244083,0.179497339,-0.096002871,0.155762228,-0.246369009,0.466457844,-0.145902618,-0.36218767,-0.470402608,1.752796902,-0.241556291,0.339276049,0.348054186,3.675681163,
The Moody Blues,404434,-1.31911159,-0.444440416,-0.690952601,-0.325171492,-0.335380743,0.466457844,0.991074728,0.221690217,0.272323872,0.490401368,-0.33076045,-0.006940496,-0.963553432,3.662831458,
Asha Bhosle,615026,0.11032767,-0.926884253,0.828742781,-0.222354373,-0.142198447,0.466457844,-0.714391291,1.947993009,0.165288497,0.275532943,1.265369841,-0.14505689,-2.615978077,3.662831458,
Eagles,144847,-0.121225917,-0.173619764,0.090204438,-0.24287464,0.042063234,0.466457844,0.422586055,-0.1433454,-0.273103353,1.309176265,-0.436152146,0.232505667,0.421129288,3.572883525,
Peggy Lee,256349,0.263057581,-1.631344998,-0.152908457,-0.249325091,-0.855346589,0.466457844,0.422586055,1.577371011,-0.491285195,-0.16724315,-0.241564781,-0.95207629,-1.560572474,3.572883525,
Nirvana,355142,-0.842095281,0.825502203,-0.53088636,0.730099339,0.39054203,0.466457844,-1.282879964,-0.799914915,-0.107813863,-0.14022574,-0.108575311,-0.391822391,0.492847557,3.572883525,
Nirvana,357406,-0.842095281,0.825502203,-0.53088636,0.730099339,0.39054203,0.466457844,-1.282879964,-0.799914915,-0.107813863,-0.14022574,-0.108575311,-0.391822391,0.492847557,3.572883525,
Peggy Lee,467749,0.263057581,-1.631344998,-0.152908457,-0.249325091,-0.855346589,0.466457844,0.422586055,1.577371011,-0.491285195,-0.16724315,-0.241564781,-0.95207629,-1.560572474,3.572883525,
John Prine,814751,0.066766723,-1.066586696,0.391453275,0.361407981,-1.374681286,0.466457844,0.422586055,0.729545126,-0.547414925,0.180834294,-0.401603126,-0.450274294,-0.306319032,3.534334411,
Sonny Rollins,39656,-0.093257707,-0.940831263,0.213708657,-0.348599991,-0.819718769,0.466457844,-1.5671243,1.047795997,0.42035388,0.241897091,-0.011365788,1.742015515,-1.851218374,3.521484706,
James Taylor,204386,0.44521824,-1.132048653,-0.176708962,-0.487532297,-1.028344397,0.466457844,-1.5671243,0.694353647,-0.50285621,0.07521179,-0.396181298,-0.392315788,-0.322384504,3.521484706,
James Taylor,600069,0.44521824,-1.132048653,-0.176708962,-0.487532297,-1.028344397,0.466457844,-1.5671243,0.694353647,-0.50285621,0.07521179,-0.396181298,-0.392315788,-0.322384504,3.521484706,
Chet Baker,94210,-0.360158602,-1.835329574,-0.780372067,-0.383306785,-1.399586093,0.466457844,-1.5671243,1.893031119,1.338071024,-0.363381394,-0.31924004,-0.041901161,-1.182929078,3.482935592,
Rush,203008,-0.724160925,0.902073267,-0.363846036,0.533142142,0.183019511,0.466457844,-0.998635627,-0.854751235,-0.14826582,1.197728623,-0.231405934,1.275125109,-0.27430278,3.482935592,
Prince,361393,1.148446746,-0.165482031,0.398312531,0.004022855,-0.542897933,0.466457844,-1.282879964,-0.49024575,-0.298250454,0.225800344,0.06387196,0.695134302,0.108166269,3.418687069,
AC/DC,574772,-0.563461538,1.227456423,-0.249628892,0.435581085,1.231541167,0.466457844,0.991074728,-1.062951937,0.40790397,0.824733219,0.030993377,0.206237238,0.698814671,3.418687069,
Prince,1426748,1.148446746,-0.165482031,0.398312531,0.004022855,-0.542897933,0.466457844,-1.282879964,-0.49024575,-0.298250454,0.225800344,0.06387196,0.695134302,0.108166269,3.418687069,
Prince,1589051,1.148446746,-0.165482031,0.398312531,0.004022855,-0.542897933,0.466457844,-1.282879964,-0.49024575,-0.298250454,0.225800344,0.06387196,0.695134302,0.108166269,3.418687069,
Ramones,490004,-0.824074445,1.369173429,0.926326725,2.164193898,1.287693012,0.466457844,0.991074728,-0.988825692,-0.117590895,0.15597525,-0.053132265,-1.189199897,-0.386748985,3.36728825,
Neil Young,379125,-0.248691783,-0.871870541,-0.251914643,0.303132544,-0.714432209,0.466457844,0.422586055,0.397587802,-0.368841302,0.521394613,-0.424025775,0.093915549,-0.074866032,3.34158884,
Julie London,247966,-0.888070436,-1.835201231,-1.348367858,-0.744453889,-1.113174718,0.466457844,1.275319064,1.599236075,-0.538066792,-0.266197866,-0.300172371,-1.074877697,-1.392027241,3.315889431,
Los Tigres del Norte,806336,1.543281982,-0.308414049,1.740940315,0.159949574,0.159506995,0.466457844,0.991074728,0.121048752,-0.565930064,-0.278052108,0.652144331,-0.709578445,0.311820754,3.290190021,
Stan Getz,742899,-0.325394822,-1.611376525,-0.107187649,-0.367479957,-1.612483911,0.466457844,-0.145902618,1.812317096,0.776194107,-0.276307823,-0.292853682,0.710434415,-1.363604722,3.251640907,
Green Day,154544,-1.045355237,1.446402665,0.556743175,0.920721965,1.362994944,0.466457844,-1.282879964,-1.102784885,-0.47985164,0.008471102,0.023855205,-0.49419639,0.629665485,3.174542679,
Marty Robbins,858710,0.246759778,-1.139279135,0.012904134,-0.301646389,-0.442156746,0.466457844,-0.430146954,1.547504308,-0.530756137,-0.102232005,-0.386052649,-0.783621094,-1.084806054,3.174542679,
Bill Evans,61912,-0.451685333,-1.663387487,-0.940109481,-0.868232122,-1.897441813,0.466457844,-1.5671243,1.816800736,2.151590792,-0.520460413,-0.352483444,0.771963806,-1.035063089,3.161692974,
Bill Evans,74005,-0.451685333,-1.663387487,-0.940109481,-0.868232122,-1.897441813,0.466457844,-1.5671243,1.816800736,2.151590792,-0.520460413,-0.352483444,0.771963806,-1.035063089,3.161692974,
Bill Evans,764702,-0.451685333,-1.663387487,-0.940109481,-0.868232122,-1.897441813,0.466457844,-1.5671243,1.816800736,2.151590792,-0.520460413,-0.352483444,0.771963806,-1.035063089,3.161692974,
Bee Gees,43714,0.09811432,-0.345480629,0.261197424,-0.69059732,-0.298540327,0.466457844,0.422586055,-0.325394162,-0.368854638,0.430027065,-0.397646424,-0.216140857,0.223617622,3.020346222,
"Hank Williams, Jr.",117844,0.543056139,-0.249421564,0.525941573,-0.207094581,-0.462710222,0.466457844,-0.998635627,-0.367850929,-0.562676488,-0.33977759,-0.345395007,-0.540823872,-0.272386301,3.020346222,
Journey,291043,-0.998100022,0.726438089,-0.614258907,0.453401934,0.636391502,0.466457844,-0.998635627,-0.75226037,-0.461232433,0.859769398,-0.237514464,-0.054355794,-0.068364291,3.020346222,
Depeche Mode,239921,0.512319105,0.469613702,0.303757848,0.106319384,-0.158609882,0.466457844,-1.5671243,-0.344635377,0.398584711,0.208970714,-0.388496172,0.239614232,-0.373466881,2.994646813,
Wings,956707,-0.239405836,-0.500186145,-0.043446111,0.010031181,-0.547660697,0.466457844,-0.998635627,-0.090506218,-0.341958942,1.089636738,-0.291818954,-0.022416836,-0.353103019,2.981797108,
Neil Diamond,864209,-0.553882441,-0.723206414,-0.142075567,-0.562702715,-0.805537535,0.466457844,0.991074728,0.23480579,-0.377604839,0.243422203,-0.34790453,-0.491808085,-0.30577066,2.968947404,
Electric Light Orchestra,163229,-0.390140311,-0.092795141,-0.064978293,0.087645184,-0.006415095,0.466457844,0.991074728,0.363996906,-0.291136274,0.600916652,-0.389584583,0.011154242,-0.014114261,2.956097699,
Aerosmith,604852,-0.778734083,0.948529722,-0.043907624,0.392096281,0.54935617,0.466457844,0.991074728,-0.899216835,-0.424233777,0.580529914,-0.291350596,0.238920769,0.056326471,2.956097699,
Henry Mancini,678009,-0.468431501,-1.039838616,-0.396357933,-0.32723387,-0.891157933,0.466457844,-1.5671243,1.465126839,1.554387006,-0.476741291,-0.436033536,-0.94935651,-1.49830173,2.943247994,
Jackie Gleason,781399,-2.499721575,-1.499096497,-2.040951882,-1.214751617,-1.096814837,0.466457844,-0.145902618,1.753966085,2.433652724,-0.038268227,-0.131851033,-0.7454073,-2.173769754,2.943247994,
The Clash,75747,0.314699172,0.626953878,0.889120519,0.814661533,0.075715773,0.466457844,-1.5671243,-0.593466913,-0.149009049,0.175060112,0.125655934,-0.415637447,-0.186419296,2.930398289,
The Byrds,631774,-0.557912507,-0.026440259,0.585019416,0.011079948,-0.048891456,0.466457844,-0.998635627,-0.031450855,-0.313344433,0.375918064,-0.422749099,-0.945183269,-0.877737835,2.930398289,
George Jones,944310,0.109348883,-0.864739607,0.223687369,-0.525850731,-0.461334972,0.466457844,0.422586055,0.871878463,-0.540345837,0.137834871,-0.415808093,-0.962873373,-0.822340022,2.930398289,
B.B. King,59156,0.110150207,-0.252230093,0.525135372,-0.469914653,0.279408219,0.466457844,-0.998635627,0.80982635,-0.372430463,0.517075998,0.062312781,-0.14187389,-1.146690221,2.90469888,
Sublime,486047,0.596454963,0.2364646,0.284823754,-0.517948672,0.601485545,0.466457844,0.991074728,-0.50357041,-0.277864223,0.284969355,0.646572265,-0.611769902,0.309031664,2.814750947,
The Allman Brothers Band,745964,-0.824105385,0.173163512,0.371997559,0.059427752,-0.278589601,0.466457844,-0.998635627,-0.042520353,0.650271225,1.812467556,-0.339566914,1.958617239,-0.617401089,2.801901242,
Dolly Parton,175286,0.232662722,-0.805456733,0.164872691,-0.293743375,-0.309121623,0.466457844,-0.998635627,0.904010855,-0.538428895,-0.149917384,-0.34413245,-0.778054815,-0.294502737,2.776201833,
John Denver,811622,-0.67464497,-1.289999075,-0.218592112,-0.287665373,-0.82155002,0.466457844,0.422586055,1.153739484,-0.534274775,0.380967298,-0.214463576,-0.443012705,-0.328066886,2.776201833,
Juan Gabriel,240252,0.076387056,-0.77864124,0.545564244,0.274140233,-0.480358129,0.466457844,-0.998635627,0.530669254,-0.506322017,0.375183787,-0.254760437,-0.104129154,0.390473043,2.737652719,
Santana,295756,-0.353129357,0.293495558,0.357804758,0.283707765,-0.42105604,0.466457844,0.422586055,-0.251114576,1.10529158,0.278973038,-0.179567113,0.45273493,-0.153822412,2.724803014,
The Doors,114342,-0.218165074,-0.373109579,0.142820464,0.176826885,-0.699313966,0.466457844,0.991074728,0.149880098,-0.25457985,0.568214552,0.264365457,-0.332862094,0.296217661,2.711953309,
The Weeknd,2674162,0.218255643,0.103532943,-1.197756425,0.248751158,0.652177862,-2.143826677,-1.5671243,-0.244777921,-0.521223178,0.051873967,0.226641444,0.325830868,1.770781664,2.711953309,
Dizzy Gillespie,162677,-0.147397182,-0.814669135,0.178137753,-0.066457426,-0.625687048,0.466457844,-0.145902618,1.266789644,0.692705006,0.341513632,0.247435828,0.23447851,-1.943659285,2.673404195,
Judas Priest,246611,-1.222944889,1.142090629,-0.977521323,0.47163245,0.951059858,0.466457844,0.991074728,-1.0462554,-0.358380655,1.030376523,0.138164305,0.19863129,-0.20247684,2.673404195,
The Isley Brothers,766893,0.251491516,0.035490148,0.754005357,0.112650557,0.067768081,0.466457844,1.559563401,0.453717551,-0.480337443,0.232347332,-0.038552901,0.072304118,-0.598256918,2.673404195,
The Smiths,899530,-0.392519194,0.851629755,0.491279611,0.67485611,0.62471512,0.466457844,-0.430146954,-0.798936794,-0.250871533,0.464929372,-0.301975815,-0.245698617,0.484125064,2.673404195,
ABBA,922728,0.224381391,0.289095576,0.609907454,0.079307594,0.349193477,0.466457844,0.991074728,0.036918433,-0.44783,-0.023755,-0.436538781,-0.144251705,0.092405871,2.673404195,
Creedence Clearwater Revival,131627,0.331296494,0.340984368,0.870331433,0.294321418,0.094969645,0.466457844,-0.998635627,-0.745379586,-0.00704666,0.443351351,-0.322805086,-0.343025956,0.428605135,2.66055449,
Stevie Ray Vaughan,625739,-0.823563854,0.240158876,0.384402561,0.302771733,-0.31036597,0.466457844,0.706830391,-0.603075105,0.584479756,1.274175275,-0.264850993,0.553080926,-0.124729118,2.647704786,
Madonna,237205,1.080734127,0.382175548,0.486270594,-0.19523737,0.105654908,0.466457844,-1.5671243,-0.414201269,-0.349918493,-0.505488055,-0.287742728,0.481920806,0.593353334,2.596305967,
Tom Waits,615119,-0.029924283,-1.146874484,-0.450184893,-0.373706674,-0.986054351,0.466457844,-1.5671243,1.244310994,-0.189155101,0.125557926,0.347177007,-0.162807752,-0.234026791,2.596305967,
Madonna,1482685,1.080734127,0.382175548,0.486270594,-0.19523737,0.105654908,0.466457844,-1.5671243,-0.414201269,-0.349918493,-0.505488055,-0.287742728,0.481920806,0.593353334,2.596305967,
John Mayer,239827,0.305473373,-0.229773452,-0.361957064,-0.20901829,0.282063422,0.466457844,0.422586055,0.142761048,-0.389408047,0.710883657,-0.418903762,0.204330891,1.250689844,2.583456262,
Chris Brown,266063,0.854667633,0.25359615,-0.293187878,-0.213330261,0.954764897,-2.143826677,-1.282879964,-0.819903535,-0.566259957,-0.199106454,0.79909257,-0.162913937,1.505139169,2.583456262,
Alan Jackson,605375,0.641145214,-0.246120754,0.18036679,0.212748477,0.114176564,0.466457844,0.422586055,-0.064454844,-0.547329405,-0.226850998,-0.513071656,-0.430497608,0.388739184,2.557756853,
Carmen Miranda,181694,1.198524534,-1.22349168,1.470268737,-0.24277238,-1.190512435,0.466457844,-0.714391291,1.784228348,-0.155589263,-0.295054604,0.956976477,-0.937312132,-2.970432997,2.544907148,
Chicago,110161,-0.235882426,0.271790435,-0.254752656,0.154549148,0.433943067,0.466457844,-1.5671243,-0.298091218,-0.058884403,-0.096864475,-0.233181682,0.133268601,-0.304034272,2.519207739,
Joni Mitchell,270491,-0.112522507,-1.407621273,-0.522511882,-0.417995821,-0.861191649,0.466457844,-0.998635627,1.536953572,-0.519286784,0.234296188,-0.355254821,-0.027110182,-0.23304077,2.519207739,
Bob Seger,72041,-0.176342345,0.899419847,-0.130801613,0.396958057,1.015277835,0.466457844,0.991074728,-0.605606408,-0.454928073,1.416865215,-0.030266927,0.18327984,-0.117333304,2.506358034,
Phil Collins,337119,0.155044445,0.139153998,-0.327920784,0.022224067,0.244716709,0.466457844,-0.145902618,-0.073039912,-0.235167961,0.166446196,-0.33073253,0.19382349,0.390374144,2.506358034,
Brian Eno,617196,-1.701299712,-1.497316261,-1.557558857,-0.850164267,-2.769044084,0.466457844,-1.5671243,1.16846652,2.230441657,-0.350799329,-0.326834212,0.820384113,-0.32959331,2.506358034,
Frank Zappa,138699,-0.545825259,0.191692638,0.182703819,0.185083438,-0.409658093,0.466457844,0.991074728,-0.382772639,0.02748457,1.288448356,0.551479815,0.452520126,-0.655150771,2.46780892,
Los Bukis,833631,0.685978166,-0.199289088,0.955632921,-0.09951228,-0.503366889,0.466457844,0.422586055,-0.207611279,-0.508491786,0.232464621,-0.364496278,-0.416562175,0.334273164,2.46780892,
Antonio Aguilar,783909,0.114710717,-0.83805851,1.480013315,0.892538104,0.428569909,0.466457844,-0.145902618,1.180165838,-0.565607734,0.449665327,-0.091938185,-0.7411808,0.335958997,2.454959215,
blink-182,757342,-0.925879615,1.469102702,-0.052295996,0.469795089,0.957509566,0.466457844,1.559563401,-1.103253742,-0.468400634,0.733477151,0.183921841,-0.774876633,0.685146566,2.429259806,
Van Halen,260206,-0.691488084,0.976795863,-0.153355552,0.257152107,0.352801657,0.466457844,0.706830391,-0.722784756,-0.299653289,-0.108278675,-0.014641126,-0.165687043,0.26142648,2.416410101,
