( 187478,759491 ): -0.916822 ( 183858,759491 ): -0.113584 ( 349157,759491 ): 0.704227 ( 50251,759491 ): 0.581758 ( 61938,759491 ): 0.793265 
( 769444,71209 ): 0.818392 ( 153590,71209 ): 0.944748 ( 314600,71209 ): 0.0704845 ( 257544,71209 ): -0.0274621 ( 41874,71209 ): 0.755355 
( 771010,71209 ): 0.70248 ( 671244,71209 ): -0.0681696 ( 293896,71209 ): 0.295091 ( 138699,71209 ): -0.503474 ( 834108,71209 ): 0.952504 
( 579839,71209 ): -0.760471 ( 754032,71209 ): 0.689189 ( 189678,71209 ): -0.258303 ( 290812,71209 ): -0.674251 ( 112462,71209 ): -0.15288 
( 91650,71209 ): -0.414129 ( 379125,71209 ): 0.994579 ( 349157,71209 ): -0.867617 ( 863790,91438 ): 0.88788 ( 749970,91438 ): 0.94072 
( 170369,91438 ): 0.925138 ( 76057,91438 ): -0.15056 ( 925852,91438 ): 0.761412 ( 79044,91438 ): 0.60461 ( 76057,91438 ): -0.15056 
( 263937,91438 ): 0.95561 ( 740833,91438 ): -0.233571 ( 747445,91438 ): 0.790337 ( 47789,91438 ): 0.152112 ( 345355,91438 ): -0.203983 
( 755156,91438 ): 0.71893 ( 809266,91438 ): 0.534975 ( 387530,91438 ): 0.919958 ( 100160,91438 ): 0.625916 ( 31685,91438 ): -0.784677 
( 561715,91438 ): 0.156828 ( 174557,91438 ): -0.822733 ( 193320,91438 ): 0.880708 ( 754032,91438 ): -0.248867 ( 346336,91438 ): -0.0734443 
( 489303,91438 ): 0.802213 ( 199995,91438 ): 0.698177 ( 70800,91438 ): 0.638164 ( 100160,91438 ): 0.625916 ( 5953,91438 ): 0.998258 
( 159214,91438 ): 0.0256173 ( 209142,91438 ): -0.0443902 ( 205180,91438 ): -0.740345 ( 357406,91438 ): 0.971286 ( 490952,91438 ): 0.986602 
( 852855,91438 ): 0.6586 ( 139026,91438 ): 0.894458 ( 562304,91438 ): 0.88567 ( 351733,91438 ): 0.320256 ( 293896,91438 ): -0.127621 
( 334193,91438 ): 0.496298 ( 293896,91438 ): -0.127621 ( 178906,91438 ): 0.768254 ( 177060,91438 ): 0.297107 ( 883318,91438 ): 0.793991 
( 745915,91438 ): -0.424837 ( 422405,91438 ): 0.986254 ( 808944,91438 ): 0.94956 ( 635413,91438 ): 0.529968 ( 863790,91438 ): 0.88788 
( 990384,91438 ): 0.697562 ( 776093,91438 ): 0.382127 ( 545074,91438 ): -0.591182 ( 70715,91438 ): -0.573094 ( 46925,91438 ): -0.075031 
( 771438,91438 ): 0.801963 ( 66915,113823 ): -0.360396 ( 673208,113823 ): -0.158378 ( 182900,113823 ): 0.421647 ( 189678,113823 ): -0.735804 
( 120010,113823 ): 0.635564 ( 418740,113823 ): -0.403385 ( 206407,113823 ): -0.358224 ( 194703,113823 ): -0.485642 ( 350840,113823 ): 0.710303 
( 642542,113823 ): -0.476302 ( 308932,113823 ): -0.0118706 ( 66915,113823 ): -0.360396 ( 796045,113823 ): 0.36377 ( 955544,113823 ): -0.501504 
( 680476,113823 ): -0.476921 ( 84209,113823 ): -0.0105285 ( 936190,113823 ): 0.643281 ( 766361,113823 ): 0.469086 ( 66915,113823 ): -0.360396 
( 130689,113823 ): 0.222596 ( 820115,113823 ): 0.0272597 ( 62823,113823 ): -0.280607 ( 814852,113823 ): 0.334238 ( 583618,113823 ): -0.323285 
( 895443,113823 ): 0.971555 ( 246611,113823 ): -0.282324 ( 132710,113823 ): -0.323607 ( 100160,113823 ): 0.272627 ( 866786,113823 ): -0.180833 
( 259800,113823 ): -0.212605 ( 749970,113823 ): -0.400177 ( 72041,113823 ): 0.176423 ( 386253,113823 ): -0.201473 ( 237205,113823 ): 0.929334 
( 899530,113823 ): 0.0490256 ( 685647,113823 ): -0.748545 ( 642542,113823 ): -0.476302 ( 895443,113823 ): 0.971555 ( 154544,113823 ): -0.161912 
( 575051,113823 ): 0.573413 ( 766361,113823 ): 0.469086 ( 130932,113823 ): -0.766458 ( 754032,113823 ): -0.14031 ( 98465,113823 ): -0.495381 
( 237205,113823 ): 0.929334 ( 771010,113823 ): -0.386816 ( 502163,113823 ): 0.776836 ( 859868,113823 ): -0.150932 ( 686897,113823 ): -0.327777 
( 485135,113823 ): 0.60369 ( 139026,113823 ): -0.619488 ( 809266,113823 ): 0.44258 ( 69534,113823 ): -0.0375103 ( 51376,113823 ): -0.141489 
( 343930,113823 ): -0.405986 ( 178122,113823 ): -0.103879 ( 51376,113823 ): -0.141489 ( 496405,113823 ): -0.452394 ( 354105,113823 ): -0.540859 
( 7230,113823 ): 0.0215064 ( 490004,113823 ): -0.163982 ( 684240,113823 ): 0.700749 ( 617196,113823 ): -0.7475 ( 955544,113823 ): -0.501504 
( 784814,113823 ): -0.441097 ( 569914,132710 ): -0.377341 ( 685647,132710 ): 0.486232 ( 631774,132710 ): -0.150776 ( 564726,132710 ): -0.543517 
( 848034,132710 ): -0.668724 ( 307461,132710 ): -0.741128 ( 418740,132710 ): 0.0812072 ( 771438,132710 ): 0.521428 ( 184091,132710 ): -0.620689 
( 222436,132710 ): -0.319306 ( 792530,132710 ): -0.379225 ( 925852,132710 ): 0.66993 ( 84209,132710 ): -0.088703 ( 617196,132710 ): 0.652473 
( 66915,132710 ): -0.498114 ( 66915,132710 ): -0.498114 ( 755156,132710 ): 0.692445 ( 359966,132710 ): -0.355251 ( 232564,132710 ): -0.630218 
( 147635,132710 ): -0.514022 ( 796734,132710 ): -0.817311 ( 751604,132710 ): 0.943711 ( 345355,132710 ): -0.525666 ( 891264,132710 ): 0.133487 
( 34988,132710 ): 0.769726 ( 825251,132710 ): 0.145067 ( 64303,132710 ): -0.655421 ( 489303,132710 ): 0.606282 ( 89021,132710 ): -0.36302 
( 154530,132710 ): 0.217911 ( 490952,132710 ): 0.184002 ( 138699,132710 ): 0.244614 ( 343930,132710 ): 0.837888 ( 834108,132710 ): -0.396106 
( 213212,132710 ): -0.351872 ( 240865,132710 ): 0.930782 ( 754032,132710 ): -0.788899 ( 564333,132710 ): 0.342797 ( 564333,132710 ): 0.342797 
( 863790,132710 ): -0.0926491 ( 899530,132710 ): 0.063264 ( 745915,132710 ): -0.401505 ( 359966,132710 ): -0.355251 ( 798992,132710 ): 0.83729 
( 502163,132710 ): -0.797778 ( 36521,132710 ): 0.980038 ( 762500,132710 ): -0.0762271 ( 809058,132710 ): -0.63146 ( 167287,132710 ): 0.0291056 
( 489303,132710 ): 0.606282 ( 766533,132710 ): 0.824974 ( 206407,132710 ): 0.119416 ( 604852,132710 ): 0.0311127 ( 103324,132710 ): 0.117353 
( 97325,132710 ): -0.0901922 ( 825251,132710 ): 0.145067 ( 130689,132710 ): -0.694098 ( 768321,208582 ): -0.831722 ( 100160,208582 ): -0.265755 
( 89021,208582 ): -0.12398 ( 167320,208582 ): -0.742481 ( 147635,208582 ): 0.91877 ( 175196,208582 ): -0.293769 ( 925181,208582 ): -0.473295 
( 899530,208582 ): -0.729155 ( 521704,208582 ): -0.118239 ( 798606,208582 ): -0.761959 ( 345355,208582 ): -0.217908 ( 88180,208582 ): -0.732127 
( 232564,208582 ): 0.73775 ( 776093,208582 ): -0.688674 ( 131627,208582 ): -0.787418 ( 564726,208582 ): 0.866984 ( 139908,208582 ): -0.844733 
( 390477,208582 ): -0.280246 ( 489676,208582 ): -0.213678 ( 152312,208582 ): 0.0870058 ( 100160,208582 ): -0.265755 ( 754032,208582 ): 0.873791 
( 330575,208582 ): 0.742845 ( 754032,208582 ): 0.873791 ( 105422,208582 ): -0.680902 ( 75264,208582 ): -0.732682 ( 583618,208582 ): -0.603539 
( 831215,208582 ): -0.777162 ( 600069,208582 ): 0.832399 ( 749734,208582 ): -0.64763 ( 36521,208582 ): -0.450996 ( 130689,208582 ): 0.835595 
( 80780,208582 ): -0.273319 ( 197921,208582 ): -0.691796 ( 786613,208582 ): -0.469667 ( 20050,208582 ): -0.635012 ( 96613,208582 ): 0.855163 
( 88180,208582 ): -0.732127 ( 182900,208582 ): 0.451377 ( 359966,208582 ): 0.618316 ( 166785,208582 ): 0.959693 ( 325459,208582 ): -0.71582 
( 112462,208582 ): -0.136086 ( 745964,208582 ): -0.180441 ( 100160,208582 ): -0.265755 ( 120953,208582 ): 0.768726 ( 191063,208582 ): -0.541463 
( 623985,208582 ): -0.830359 ( 489676,208582 ): -0.213678 ( 297894,208582 ): -0.611648 ( 96613,208582 ): 0.855163 ( 100160,208582 ): -0.265755 
( 100473,208582 ): -0.733104 ( 686897,208582 ): 0.945792 ( 139026,208582 ): -0.501576 ( 754032,208582 ): 0.873791 ( 239921,208582 ): -0.587605 
( 863790,208582 ): -0.681831 ( 764181,208582 ): -0.850517 ( 773392,208582 ): -0.214438 ( 311674,208582 ): -0.248635 ( 378288,378288 ): 1 
( 268871,397880 ): 0.577913 ( 754032,397880 ): 0.807939 ( 238297,397880 ): -0.392872 ( 177060,397880 ): 0.127755 ( 754032,397880 ): 0.807939 
( 792530,397880 ): 0.968264 ( 91650,397880 ): -0.364447 ( 235923,397880 ): -0.495904 ( 209142,397880 ): 0.348672 ( 123915,397880 ): -0.546052 
( 936190,397880 ): -0.500954 ( 69534,397880 ): -0.71394 ( 139026,397880 ): -0.497382 ( 44764,397880 ): -0.766378 ( 163386,397880 ): -0.693586 
( 771438,397880 ): -0.427453 ( 91650,397880 ): -0.364447 ( 203008,397880 ): -0.762501 ( 202545,397880 ): -0.689003 ( 673208,397880 ): -0.837129 
( 46794,397880 ): 0.787482 ( 89021,397880 ): -0.203658 ( 174557,397880 ): 0.925219 ( 7920,397880 ): -0.582587 ( 96613,397880 ): 0.827311 
( 162233,397880 ): 0.932834 ( 170369,397880 ): -0.561755 ( 44764,397880 ): -0.766378 ( 863790,397880 ): -0.703829 ( 325459,397880 ): -0.754443 
( 490952,397880 ): -0.675434 ( 5953,397880 ): -0.6182 ( 127337,397880 ): 0.137137 ( 287259,397880 ): 0.621513 ( 41874,397880 ): 0.799134 
( 766533,397880 ): -0.481659 ( 572737,397880 ): -0.764924 ( 771438,397880 ): -0.427453 ( 754032,397880 ): 0.807939 ( 152312,397880 ): 0.0945096 
( 163420,397880 ): -0.150016 ( 184043,397880 ): -0.723228 ( 495338,397880 ): -0.73422 ( 326249,397880 ): -0.029097 ( 812046,397880 ): -0.140671 
( 631774,397880 ): 0.272297 ( 572737,397880 ): -0.764924 ( 29884,397880 ): 0.692111 ( 177060,397880 ): 0.127755 ( 198532,397880 ): 0.324998 
( 151787,397880 ): -0.505503 ( 88180,397880 ): -0.796385 ( 379125,397880 ): 0.972631 ( 796045,397880 ): -0.85386 ( 490004,397880 ): -0.759333 
( 936190,397880 ): -0.500954 ( 631774,397880 ): 0.272297 ( 1098,397880 ): -0.705197 ( 755494,397880 ): -0.48849 ( 575051,397880 ): 0.232469 
( 112462,397880 ): -0.10172 ( 314600,397880 ): 0.176972 ( 745964,397880 ): -0.134004 ( 418955,489999 ): -0.206761 ( 270491,489999 ): -0.735471 
( 891063,489999 ): 0.869572 ( 755494,489999 ): 0.522658 ( 162233,489999 ): -0.620637 ( 625739,489999 ): 0.838416 ( 163420,489999 ): -0.386067 
( 771438,489999 ): 0.925655 ( 489676,489999 ): 0.757124 ( 543595,489999 ): 0.51996 ( 848034,489999 ): -0.883038 ( 69534,489999 ): 0.69221 
( 349157,489999 ): 0.901632 ( 130932,489999 ): 0.37356 ( 685647,489999 ): 0.882847 ( 7920,489999 ): 0.86348 ( 184043,489999 ): 0.853933 
( 209142,489999 ): -0.304945 ( 579839,489999 ): 0.866345 ( 500992,489999 ): 0.778424 ( 133969,489999 ): -0.887699 ( 199995,489999 ): 0.787642 
( 771438,489999 ): 0.925655 ( 490952,489999 ): 0.925813 ( 887619,489999 ): 0.423492 ( 209142,489999 ): -0.304945 ( 680476,489999 ): 0.929986 
( 346336,489999 ): 0.302742 ( 219203,489999 ): 0.885882 ( 39258,489999 ): 0.0303323 ( 467853,489999 ): 0.878138 ( 70800,489999 ): 0.378153 
( 174557,489999 ): -0.901875 ( 213212,489999 ): -0.570449 ( 12472,489999 ): 0.655733 ( 325459,489999 ): 0.799992 ( 754032,489999 ): -0.612415 
( 812046,489999 ): -0.5362 ( 325401,489999 ): -0.397011 ( 204386,489999 ): -0.938732 ( 15694,489999 ): 0.888788 ( 167320,489999 ): 0.426697 
( 754032,489999 ): -0.612415 ( 66915,489999 ): -0.583528 ( 364399,489999 ): 0.835596 ( 891264,489999 ): 0.800968 ( 10412,489999 ): 0.553756 
( 574772,489999 ): 0.870095 ( 205180,489999 ): -0.916196 ( 482334,489999 ): 0.0391228 ( 817754,489999 ): -0.403969 ( 495338,489999 ): 0.0327756 
( 305363,489999 ): 0.835623 ( 572737,489999 ): 0.922537 ( 543595,489999 ): 0.51996 ( 41874,489999 ): -0.337208 ( 98465,492331 ): 0.511661 
( 390477,492331 ): 0.472729 ( 315403,492331 ): 0.498819 ( 751910,492331 ): 0.536768 ( 686897,492331 ): -0.932483 ( 187478,492331 ): -0.0451769 
( 1098,492331 ): 0.654576 ( 36521,492331 ): 0.133332 ( 936190,492331 ): 0.831052 ( 29067,492331 ): 0.136397 ( 424244,492331 ): 0.659625 
( 167287,492331 ): 0.952129 ( 674662,492331 ): 0.738499 ( 22124,492331 ): 0.552604 ( 44764,492331 ): 0.943361 ( 590441,492331 ): -0.462981 
( 170369,492331 ): 0.746045 ( 545074,492331 ): 0.16011 ( 564333,492331 ): 0.731848 ( 574772,492331 ): 0.807107 ( 55128,492331 ): -0.0679574 
( 567190,492331 ): 0.833933 ( 134729,492331 ): 0.856908 ( 831215,492331 ): 0.899719 ( 260212,492331 ): 0.98768 ( 232564,492331 ): -0.155428 
( 98465,492331 ): 0.511661 ( 65590,492331 ): 0.606391 ( 34899,492331 ): 0.451434 ( 769444,492331 ): -0.918388 ( 51376,492331 ): 0.686251 
( 51376,492331 ): 0.686251 ( 674662,492331 ): 0.738499 ( 690456,492331 ): 0.624264 ( 673208,492331 ): 0.761638 ( 771438,492331 ): 0.268669 
( 84209,492331 ): 0.807726 ( 482334,492331 ): 0.800526 ( 130689,492331 ): -0.389963 ( 796045,492331 ): 0.877995 ( 31380,492331 ): 0.663859 
( 645612,492331 ): 0.474179 ( 22257,492331 ): 0.932121 ( 70027,492331 ): -0.40435 ( 130173,492331 ): 0.813873 ( 240865,492331 ): 0.254639 
( 292915,492331 ): -0.826788 ( 43714,492331 ): 0.198432 ( 31685,492331 ): -0.769021 ( 492331,492331 ): 1 ( 745964,492331 ): 0.0645887 
( 423267,492331 ): 0.599203 ( 180263,492331 ): 0.941146 ( 831215,492331 ): 0.899719 ( 925852,492331 ): 0.544184 ( 103324,492331 ): 0.537502 
( 446509,615119 ): -0.720273 ( 543055,615119 ): 0.69489 ( 925852,615119 ): -0.710622 ( 184043,615119 ): -0.823145 ( 642542,615119 ): 0.558287 
( 484145,615119 ): 0.232732 ( 91650,615119 ): -0.355512 ( 31685,615119 ): 0.884405 ( 814852,615119 ): 0.809348 ( 798606,615119 ): -0.701719 
( 181376,615119 ): -0.188466 ( 246960,615119 ): -0.324933 ( 766361,615119 ): -0.611456 ( 345355,615119 ): -0.223574 ( 118327,615119 ): -0.465149 
( 114342,615119 ): 0.812057 ( 612716,615119 ): -0.775268 ( 165663,615119 ): -0.836975 ( 686897,615119 ): 0.970907 ( 482677,615119 ): -0.860014 
( 446509,615119 ): -0.720273 ( 179205,615119 ): 0.945492 ( 219203,615119 ): -0.829162 ( 96964,615119 ): -0.0175508 ( 925181,615119 ): -0.740433 
( 751019,615119 ): -0.486276 ( 771438,615119 ): -0.445408 ( 379125,615119 ): 0.940884 ( 690456,615119 ): -0.742313 ( 564239,615119 ): 0.434417 
( 615119,615119 ): 1 ( 31685,615119 ): 0.884405 ( 84209,615119 ): -0.822421 ( 674662,615119 ): -0.579004 ( 184091,615119 ): -0.082085 
( 631774,615119 ): -0.0226743 ( 446509,615119 ): -0.720273 ( 530745,615119 ): -0.55447 ( 315403,615119 ): -0.619009 ( 530745,615119 ): -0.55447 
( 88180,615119 ): -0.765762 ( 626463,615119 ): -0.767494 ( 51992,615119 ): 0.132233 ( 393345,615119 ): -0.607549 ( 604852,615119 ): -0.838472 
( 313284,615119 ): -0.703441 ( 572737,615119 ): -0.80619 ( 77175,615119 ): -0.829674 ( 130932,615119 ): -0.0126928 ( 754032,615119 ): 0.616016 
( 1098,615119 ): -0.774449 ( 895443,615119 ): -0.449368 ( 97325,615119 ): -0.20869 ( 105422,615119 ): -0.807866 ( 564333,615119 ): -0.833552 
( 754032,615119 ): 0.616016 ( 154544,615119 ): -0.785878 ( 80720,615119 ): -0.919824 ( 166785,651107 ): 0.563306 ( 98465,651107 ): -0.997169 
( 96964,651107 ): 0.589643 ( 29909,651107 ): 0.85762 ( 180228,651107 ): 0.422212 ( 123915,651107 ): -0.013699 ( 182900,651107 ): 0.865458 
( 354722,651107 ): 0.225367 ( 96964,651107 ): 0.589643 ( 467853,651107 ): -0.932982 ( 237205,651107 ): 0.382852 ( 183858,651107 ): -0.119158 
( 936190,651107 ): -0.0540259 ( 696015,651107 ): 0.929499 ( 263937,651107 ): -0.925395 ( 852855,651107 ): -0.591751 ( 287259,651107 ): -0.269029 
( 696015,651107 ): 0.929499 ( 751019,651107 ): -0.53311 ( 325459,651107 ): -0.870524 ( 390477,651107 ): 0.518009 ( 749970,651107 ): -0.978426 
( 317417,651107 ): -0.176454 ( 688400,651107 ): 0.606115 ( 492331,651107 ): -0.450781 ( 751910,651107 ): -0.99343 ( 771438,651107 ): -0.953907 
( 113823,651107 ): 0.547664 ( 446509,651107 ): -0.979477 ( 631774,651107 ): -0.512298 ( 379125,651107 ): 0.686424 ( 754032,651107 ): 0.369514 
( 895443,651107 ): 0.41712 ( 200968,651107 ): -0.306831 ( 680522,651107 ): 0.841002 ( 577627,651107 ): -0.888534 ( 237205,651107 ): 0.382852 
( 446509,651107 ): -0.979477 ( 193320,651107 ): -0.778668 ( 798992,651107 ): -0.3612 ( 625739,651107 ): -0.799937 ( 183858,651107 ): -0.119158 
( 51992,651107 ): -0.672842 ( 835585,651107 ): -0.341449 ( 423267,651107 ): -0.677277 ( 686897,651107 ): 0.583567 ( 152312,651107 ): -0.47795 
( 490952,651107 ): -0.970857 ( 686897,651107 ): 0.583567 ( 604852,651107 ): -0.855513 ( 612716,651107 ): -0.0277139 ( 782768,651107 ): -0.889727 
( 228323,651107 ): -0.986399 ( 112789,651107 ): -0.824651 ( 205180,651107 ): 0.920942 ( 178122,651107 ): -0.857267 ( 673208,651107 ): -0.907324 
( 615489,651107 ): -0.864327 ( 89021,651107 ): -0.726843 ( 615489,651107 ): -0.864327 ( 855423,651107 ): 0.64516 ( 685647,651107 ): -0.9451 
( 45313,651107 ): 0.471497 ( 754032,747445 ): 0.0470656 ( 61938,747445 ): 0.590181 ( 84209,747445 ): 0.671444 ( 754032,747445 ): 0.0470656 
( 359966,747445 ): -0.397883 ( 159214,747445 ): 0.172918 ( 754251,747445 ): -0.0836496 ( 631774,747445 ): 0.321926 ( 359016,747445 ): -0.386929 
( 202545,747445 ): 0.788831 ( 754032,747445 ): 0.0470656 ( 290812,747445 ): 0.0950892 ( 577627,747445 ): 0.706157 ( 671953,747445 ): 0.512112 
( 166785,747445 ): -0.340955 ( 572737,747445 ): 0.611942 ( 740833,747445 ): 0.0573238 ( 72041,747445 ): 0.603852 ( 130689,747445 ): -0.393671 
( 489303,747445 ): 0.362563 ( 671244,747445 ): 0.693813 ( 418955,747445 ): 0.340816 ( 84209,747445 ): 0.671444 ( 420133,747445 ): 0.025054 
( 772567,747445 ): 0.140957 ( 242211,747445 ): 0.504464 ( 883318,747445 ): 0.491861 ( 5882,747445 ): 0.935017 ( 166785,747445 ): -0.340955 
( 39013,747445 ): 0.667507 ( 808944,747445 ): 0.583131 ( 80720,747445 ): 0.465034 ( 100160,747445 ): 0.424207 ( 467853,747445 ): 0.817362 
( 390477,747445 ): -0.341341 ( 139908,747445 ): 0.191198 ( 642542,747445 ): -0.561253 ( 96964,747445 ): -0.363128 ( 7920,747445 ): 0.688638 
( 159214,747445 ): 0.172918 ( 895136,747445 ): 0.123293 ( 88180,747445 ): 0.559471 ( 177060,747445 ): 0.755206 ( 741746,747445 ): 0.794861 
( 184043,747445 ): 0.585919 ( 165663,747445 ): 0.693919 ( 41874,747445 ): -0.323689 ( 588450,747445 ): 0.379515 ( 771438,747445 ): 0.550782 
( 12472,747445 ): 0.726357 ( 475932,747445 ): 0.89728 ( 357406,747445 ): 0.635884 ( 482334,747445 ): -0.030135 ( 820115,747445 ): 0.287247 
( 678339,747445 ): 0.115967 ( 228323,747445 ): 0.685215 ( 574772,747445 ): 0.451532 ( 178906,755156 ): 0.996162 ( 771438,755156 ): 0.955927 
( 36521,755156 ): 0.805062 ( 270491,755156 ): -0.620117 ( 159214,755156 ): -0.219926 ( 334193,755156 ): 0.699101 ( 423267,755156 ): 0.351942 
( 809058,755156 ): -0.543145 ( 38936,755156 ): -0.351949 ( 130173,755156 ): -0.117404 ( 766361,755156 ): -0.0728094 ( 424244,755156 ): 0.705252 
( 887619,755156 ): 0.500284 ( 771438,755156 ): 0.955927 ( 314600,755156 ): -0.656174 ( 864209,755156 ): -0.337115 ( 631579,755156 ): -0.608983 
( 563834,755156 ): 0.692751 ( 57209,755156 ): -0.396601 ( 66915,755156 ): -0.539893 ( 615489,755156 ): 0.946188 ( 41874,755156 ): -0.00578336 
( 899530,755156 ): 0.619827 ( 531986,755156 ): 0.681666 ( 754032,755156 ): -0.585354 ( 863790,755156 ): 0.472348 ( 814606,755156 ): -0.467168 
( 601430,755156 ): 0.412109 ( 631774,755156 ): 0.408778 ( 678339,755156 ): -0.0163551 ( 263937,755156 ): 0.810391 ( 371258,755156 ): 0.982152 
( 925852,755156 ): 0.982995 ( 263937,755156 ): 0.810391 ( 633181,755156 ): 0.859787 ( 531986,755156 ): 0.681666 ( 137390,755156 ): 0.657807 
( 749970,755156 ): 0.903237 ( 317417,755156 ): 0.579668 ( 139026,755156 ): 0.935878 ( 855836,755156 ): 0.8823 ( 178122,755156 ): 0.828327 
( 224638,755156 ): -0.424263 ( 112789,755156 ): 0.730914 ( 812046,755156 ): -0.545997 ( 671244,755156 ): 0.565317 ( 418740,755156 ): 0.744206 
( 894465,755156 ): 0.746775 ( 418955,755156 ): -0.260246 ( 485135,755156 ): 0.128193 ( 623985,755156 ): 0.827681 ( 688400,755156 ): -0.554134 
( 156043,755156 ): 0.814708 ( 754032,755156 ): -0.585354 ( 604852,755156 ): 0.67209 ( 136871,838272 ): -0.612841 ( 422405,838272 ): 0.776317 
( 936658,838272 ): -0.397345 ( 621944,838272 ): 0.518302 ( 144847,838272 ): -0.408638 ( 139026,838272 ): 0.961315 ( 277351,838272 ): -0.661776 
( 235923,838272 ): -0.347493 ( 531986,838272 ): 0.768271 ( 475334,838272 ): 0.682037 ( 225930,838272 ): 0.276011 ( 11707,838272 ): -0.817408 
